symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2018-12-12 00:00:00+00:00,169.1,171.92,169.02,170.4,35627674,40.7383934185,41.4177681638,40.719120376,41.0515803578,142510696,0.0,1.0
AAPL,2018-12-13 00:00:00+00:00,170.95,172.57,169.55,170.49,31897827,41.1840825245,41.5743616335,40.8468042821,41.0732625305,127591308,0.0,1.0
AAPL,2018-12-14 00:00:00+00:00,165.48,169.08,165.28,169.0,40703710,39.8662882489,40.7335751579,39.8181056428,40.7143021154,162814840,0.0,1.0
AAPL,2018-12-17 00:00:00+00:00,163.94,168.35,162.73,165.45,44287922,39.4952821823,40.5577086458,39.2037774156,39.859060858,177151688,0.0,1.0
AAPL,2018-12-18 00:00:00+00:00,166.07,167.53,164.39,165.38,33841518,40.0084269367,40.3601599609,39.6036930459,39.8421969459,135366072,0.0,1.0
AAPL,2018-12-19 00:00:00+00:00,160.89,167.45,159.09,166.0,49047297,38.7604974399,40.3408869185,38.3268539855,39.9915630246,196189188,0.0,1.0
AAPL,2018-12-20 00:00:00+00:00,156.83,162.11,155.3,160.4,64772960,37.7823905371,39.0544113369,37.4137936007,38.6424500551,259091840,0.0,1.0
AAPL,2018-12-21 00:00:00+00:00,150.73,158.16,149.63,156.86,95744384,36.3128210524,38.1028048673,36.0478167191,37.789617928,382977536,0.0,1.0
AAPL,2018-12-24 00:00:00+00:00,146.83,151.55,146.59,148.15,37169232,35.3732602344,36.5103697372,35.3154411071,35.6912654343,148676928,0.0,1.0
AAPL,2018-12-26 00:00:00+00:00,157.17,157.23,146.72,148.3,58582544,37.8643009673,37.8787557492,35.346759801,35.7274023889,234330176,0.0,1.0
AAPL,2018-12-27 00:00:00+00:00,156.15,156.77,150.07,155.84,53117065,37.6185696765,37.7679357552,36.1538184524,37.5438866371,212468260,0.0,1.0
AAPL,2018-12-28 00:00:00+00:00,156.23,158.52,154.55,157.5,42291424,37.6378427189,38.1895335582,37.233108828,37.9438022673,169165696,0.0,1.0
AAPL,2018-12-31 00:00:00+00:00,157.74,159.36,156.48,158.53,35003466,38.0016213946,38.3919005036,37.6980709765,38.1919426885,140013864,0.0,1.0
AAPL,2019-01-02 00:00:00+00:00,157.92,158.85,154.23,154.89,37039737,38.0449857401,38.2690348582,37.1560166584,37.3150192583,148158948,0.0,1.0
AAPL,2019-01-03 00:00:00+00:00,142.19,145.72,142.0,143.98,91312195,34.2554237739,35.1058467708,34.2096502982,34.6866580981,365248780,0.0,1.0
AAPL,2019-01-04 00:00:00+00:00,148.26,148.55,143.8,144.53,58607070,35.7177658677,35.7876306464,34.6432937527,34.8191602648,234428280,0.0,1.0
AAPL,2019-01-07 00:00:00+00:00,147.93,148.83,145.9,148.7,54777764,35.6382645677,35.8550862949,35.1492111162,35.823767601,219111056,0.0,1.0
AAPL,2019-01-08 00:00:00+00:00,150.75,151.82,148.52,149.56,41025314,36.317639313,36.5754162554,35.7804032555,36.030952807,164101256,0.0,1.0
AAPL,2019-01-09 00:00:00+00:00,153.31,154.53,149.63,151.29,45099081,36.9343766705,37.2282905674,36.0478167191,36.4477323494,180396324,0.0,1.0
AAPL,2019-01-10 00:00:00+00:00,153.8,153.97,150.86,152.5,35780670,37.0524240553,37.0933792705,36.3441397464,36.739237116,143122680,0.0,1.0
AAPL,2019-01-11 00:00:00+00:00,152.29,153.7,151.51,152.88,27023241,36.6886453796,37.0283327523,36.500733216,36.8307840675,108092964,0.0,1.0
AAPL,2019-01-14 00:00:00+00:00,150.0,151.27,149.22,150.85,32439186,36.1369545403,36.4429140888,35.9490423767,36.3417306161,129756744,0.0,1.0
AAPL,2019-01-15 00:00:00+00:00,153.07,153.39,150.05,150.27,28710324,36.8765575432,36.9536497129,36.1490001918,36.2020010585,114841296,0.0,1.0
AAPL,2019-01-16 00:00:00+00:00,154.94,155.88,153.0,153.08,30569706,37.3270649098,37.5535231583,36.8596936311,36.8789666735,122278824,0.0,1.0
AAPL,2019-01-17 00:00:00+00:00,155.86,157.66,153.26,154.2,29821160,37.5487048977,37.9823483522,36.922331019,37.1487892675,119284640,0.0,1.0
AAPL,2019-01-18 00:00:00+00:00,156.82,157.88,155.98,157.5,33751023,37.7799814068,38.0353492188,37.5776144613,37.9438022673,135004092,0.0,1.0
AAPL,2019-01-22 00:00:00+00:00,153.3,156.73,152.62,156.41,30393970,36.9319675402,37.758299234,36.7681466796,37.6812070643,121575880,0.0,1.0
AAPL,2019-01-23 00:00:00+00:00,153.92,155.14,151.7,154.15,23130570,37.081333619,37.3752475159,36.5465066918,37.1367436159,92522280,0.0,1.0
AAPL,2019-01-24 00:00:00+00:00,152.7,154.48,151.74,154.11,25441549,36.787419722,37.2162449159,36.556143213,37.1271070947,101766196,0.0,1.0
AAPL,2019-01-25 00:00:00+00:00,157.76,158.13,154.32,155.48,33547893,38.0064396552,38.0955774764,37.1776988311,37.4571579462,134191572,0.0,1.0
AAPL,2019-01-28 00:00:00+00:00,156.3,156.33,153.66,155.79,26192058,37.654706631,37.6619340219,37.0186962311,37.5318409856,104768232,0.0,1.0
AAPL,2019-01-29 00:00:00+00:00,154.68,158.13,154.11,156.25,41587239,37.264427522,38.0955774764,37.1271070947,37.6426609795,166348956,0.0,1.0
AAPL,2019-01-30 00:00:00+00:00,165.25,166.15,160.23,163.25,61109780,39.8108782519,40.0276999792,38.60149484,39.3290521914,244439120,0.0,1.0
AAPL,2019-01-31 00:00:00+00:00,166.44,169.0,164.56,166.11,40739649,40.0975647579,40.7143021154,39.644648261,40.018063458,162958596,0.0,1.0
AAPL,2019-02-01 00:00:00+00:00,166.52,168.98,165.93,166.96,32668138,40.1168378004,40.7094838548,39.9746991125,40.2228395337,130672552,0.0,1.0
AAPL,2019-02-04 00:00:00+00:00,171.25,171.66,167.28,167.41,31495582,41.2563564335,41.3551307759,40.2999317034,40.3312503973,125982328,0.0,1.0
AAPL,2019-02-05 00:00:00+00:00,174.18,175.08,172.35,172.86,36101628,41.9622316122,42.1790533395,41.5213607668,41.6442264123,144406512,0.0,1.0
AAPL,2019-02-06 00:00:00+00:00,174.24,175.57,172.85,174.65,28239591,41.976686394,42.2971007243,41.641817282,42.0754607364,112958364,0.0,1.0
AAPL,2019-02-07 00:00:00+00:00,170.94,173.94,170.34,172.4,31741690,41.1816733942,41.904412485,41.037125576,41.5334064183,126966760,0.0,1.0
AAPL,2019-02-08 00:00:00+00:00,170.41,170.66,168.42,168.99,23819966,41.2298560002,41.2903422627,40.7483853504,40.886294029,95279864,0.73,1.0
AAPL,2019-02-11 00:00:00+00:00,169.43,171.21,169.25,171.05,20993425,40.992749851,41.4234120403,40.949199742,41.3847008323,83973700,0.0,1.0
AAPL,2019-02-12 00:00:00+00:00,170.89,171.0,169.7,170.1,22283523,41.3459896243,41.3726035798,41.0580750146,41.1548530347,89134092,0.0,1.0
AAPL,2019-02-13 00:00:00+00:00,170.18,172.48,169.92,171.39,22490233,41.1742086387,41.7306822541,41.1113029256,41.4669621494,89960932,0.0,1.0
AAPL,2019-02-14 00:00:00+00:00,170.8,171.26,169.38,169.71,21835747,41.3242145698,41.4355092929,40.9806525985,41.0604944651,87342988,0.0,1.0
AAPL,2019-02-15 00:00:00+00:00,170.42,171.7,169.75,171.25,24626814,41.2322754507,41.5419651149,41.0701722671,41.4330898424,98507256,0.0,1.0
AAPL,2019-02-19 00:00:00+00:00,170.93,171.44,169.49,169.71,18972826,41.3556674263,41.4790594019,41.007266554,41.0604944651,75891304,0.0,1.0
AAPL,2019-02-20 00:00:00+00:00,172.03,173.32,170.99,171.19,26114362,41.6218069815,41.9339160962,41.3701841293,41.4185731393,104457448,0.0,1.0
AAPL,2019-02-21 00:00:00+00:00,171.06,172.37,170.3,171.8,17249670,41.3871202828,41.7040682985,41.2032420447,41.5661596199,68998680,0.0,1.0
AAPL,2019-02-22 00:00:00+00:00,172.97,173.0,171.38,171.58,18913154,41.8492353287,41.8564936802,41.4645426989,41.5129317089,75652616,0.0,1.0
AAPL,2019-02-25 00:00:00+00:00,174.23,175.87,173.95,174.16,21873358,42.1540860919,42.5508759742,42.0863414778,42.1371499384,87493432,0.0,1.0
AAPL,2019-02-26 00:00:00+00:00,174.33,175.3,173.17,173.71,17070211,42.1782805969,42.4129672956,41.8976243387,42.0282746658,68280844,0.0,1.0
AAPL,2019-02-27 00:00:00+00:00,174.87,175.0,172.73,173.21,27835389,42.308930924,42.3403837805,41.7911685166,41.9073021407,111341556,0.0,1.0
AAPL,2019-02-28 00:00:00+00:00,173.15,174.91,172.92,174.32,28215416,41.8927854377,42.318608726,41.8371380761,42.1758611464,112861664,0.0,1.0
AAPL,2019-03-01 00:00:00+00:00,174.97,175.15,172.89,174.28,25886167,42.333125429,42.376675538,41.8298797246,42.1661833444,103544668,0.0,1.0
AAPL,2019-03-04 00:00:00+00:00,175.85,177.75,173.97,175.69,27436203,42.5460370732,43.0057326685,42.0911803788,42.5073258651,109744812,0.0,1.0
AAPL,2019-03-05 00:00:00+00:00,175.53,176.0,174.54,175.94,19737419,42.4686146571,42.5823288307,42.2290890574,42.5678121277,78949676,0.0,1.0
AAPL,2019-03-06 00:00:00+00:00,174.52,175.49,173.94,174.67,20810384,42.2242501564,42.4589368551,42.0839220273,42.2605419139,83241536,0.0,1.0
AAPL,2019-03-07 00:00:00+00:00,172.5,174.44,172.02,173.87,24796374,41.7355211551,42.2048945524,41.619387531,42.0669858738,99185496,0.0,1.0
AAPL,2019-03-08 00:00:00+00:00,172.91,173.07,169.5,170.32,23999358,41.8347186256,41.8734298337,41.0096860045,41.2080809457,95997432,0.0,1.0
AAPL,2019-03-11 00:00:00+00:00,178.9,179.12,175.35,175.49,32011034,43.2839694762,43.3371973872,42.4250645481,42.4589368551,128044136,0.0,1.0
AAPL,2019-03-12 00:00:00+00:00,180.91,182.67,179.37,180.0,32467584,43.770279027,44.1961023153,43.3976836498,43.5501090314,129870336,0.0,1.0
AAPL,2019-03-13 00:00:00+00:00,181.71,183.3,180.92,182.25,31032524,43.9638350672,44.348527697,43.7726984775,44.0944853943,124130096,0.0,1.0
AAPL,2019-03-14 00:00:00+00:00,183.73,184.1,182.56,183.9,23579508,44.4525640685,44.5420837371,44.1694883598,44.4936947271,94318032,0.0,1.0
AAPL,2019-03-15 00:00:00+00:00,186.12,187.33,183.74,184.85,39042912,45.0308127384,45.3235662492,44.454983519,44.7235425247,156171648,0.0,1.0
AAPL,2019-03-18 00:00:00+00:00,188.02,188.39,185.79,185.8,26219832,45.4905083338,45.5800280023,44.9509708719,44.9533903224,104879328,0.0,1.0
AAPL,2019-03-19 00:00:00+00:00,186.53,188.99,185.92,188.35,31646369,45.130010209,45.7251950324,44.9824237284,45.5703502003,126585476,0.0,1.0
AAPL,2019-03-20 00:00:00+00:00,188.16,189.49,184.73,186.23,31035231,45.5243806408,45.8461675575,44.6945091187,45.057426694,124140924,0.0,1.0
AAPL,2019-03-21 00:00:00+00:00,195.09,196.33,189.81,190.02,51034237,47.2010598385,47.5010717007,45.9235899736,45.9743984341,204136948,0.0,1.0
AAPL,2019-03-22 00:00:00+00:00,191.05,197.69,190.78,195.34,42407666,46.2236018358,47.830116969,46.1582766723,47.2615461011,169630664,0.0,1.0
AAPL,2019-03-25 00:00:00+00:00,188.74,191.98,186.6,191.51,43845293,45.6647087699,46.4486107325,45.1469463625,46.3348965589,175381172,0.0,1.0
AAPL,2019-03-26 00:00:00+00:00,186.79,192.88,184.58,191.66,49800538,45.1929159221,46.6663612776,44.6582173612,46.3711883164,199202152,0.0,1.0
AAPL,2019-03-27 00:00:00+00:00,188.47,189.76,186.55,188.75,29848427,45.5993836064,45.9114927211,45.13484911,45.6671282204,119393708,0.0,1.0
AAPL,2019-03-28 00:00:00+00:00,188.72,189.56,187.53,188.95,20780363,45.6598698689,45.863103711,45.3719552592,45.7155172304,83121452,0.0,1.0
AAPL,2019-03-29 00:00:00+00:00,189.95,190.08,188.54,189.83,23563961,45.9574622806,45.9889151371,45.6163197599,45.9284288746,94255844,0.0,1.0
AAPL,2019-04-01 00:00:00+00:00,191.24,191.68,188.38,191.64,27861964,46.2695713953,46.3760272174,45.5776085518,46.3663494154,111447856,0.0,1.0
AAPL,2019-04-02 00:00:00+00:00,194.02,194.46,191.05,191.09,22765732,46.9421786348,47.0486344569,46.2236018358,46.2332796378,91062928,0.0,1.0
AAPL,2019-04-03 00:00:00+00:00,195.35,196.5,193.15,193.25,23271830,47.2639655516,47.5422023593,46.7316864412,46.7558809462,93087320,0.0,1.0
AAPL,2019-04-04 00:00:00+00:00,195.69,196.37,193.14,194.79,19114275,47.3462268686,47.5107495027,46.7292669907,47.1284763235,76457100,0.0,1.0
AAPL,2019-04-05 00:00:00+00:00,197.0,197.1,195.93,196.45,18526644,47.6631748843,47.6873693894,47.4042936807,47.5301051067,74106576,0.0,1.0
AAPL,2019-04-08 00:00:00+00:00,200.1,200.23,196.34,196.42,25881697,48.4132045399,48.4446573964,47.5034911512,47.5228467552,103526788,0.0,1.0
AAPL,2019-04-09 00:00:00+00:00,199.5,202.85,199.23,200.32,35768237,48.2680375098,49.0785534279,48.2027123462,48.4664324509,143072948,0.0,1.0
AAPL,2019-04-10 00:00:00+00:00,200.62,200.74,198.18,198.68,21695288,48.539015966,48.568049372,47.9486700435,48.0696425686,86781152,0.0,1.0
AAPL,2019-04-11 00:00:00+00:00,198.95,201.0,198.44,200.85,20900808,48.1349677322,48.630955085,48.0115757566,48.5946633275,83603232,0.0,1.0
AAPL,2019-04-12 00:00:00+00:00,198.87,200.14,196.21,199.2,27760668,48.1156121282,48.4228823419,47.4720382947,48.1954539947,111042672,0.0,1.0
AAPL,2019-04-15 00:00:00+00:00,199.23,199.85,198.01,198.58,17536646,48.2027123462,48.3527182773,47.907539385,48.0454480636,70146584,0.0,1.0
AAPL,2019-04-16 00:00:00+00:00,199.25,201.37,198.56,199.46,25696385,48.2075512472,48.7204747536,48.0406091626,48.2583597078,102785540,0.0,1.0
AAPL,2019-04-17 00:00:00+00:00,203.13,203.38,198.61,199.54,28906780,49.1462980419,49.2067843045,48.0527064151,48.2777153118,115627120,0.0,1.0
AAPL,2019-04-18 00:00:00+00:00,203.86,204.15,202.52,203.12,24195766,49.3229179285,49.3930819931,48.9987115613,49.1438785914,96783064,0.0,1.0
AAPL,2019-04-22 00:00:00+00:00,204.53,204.94,202.34,202.83,19439545,49.4850211122,49.5842185827,48.9551614523,49.0737145269,77758180,0.0,1.0
AAPL,2019-04-23 00:00:00+00:00,207.48,207.75,203.9,204.43,23322991,50.1987590102,50.2640841737,49.3325957305,49.4608266071,93291964,0.0,1.0
AAPL,2019-04-24 00:00:00+00:00,207.16,208.48,207.05,207.36,17540609,50.1213365941,50.4407040603,50.0947226386,50.1697256041,70162436,0.0,1.0
AAPL,2019-04-25 00:00:00+00:00,205.28,207.76,205.12,206.83,18543206,49.6664798998,50.2665036242,49.6277686918,50.0414947276,74172824,0.0,1.0
AAPL,2019-04-26 00:00:00+00:00,204.3,205.0,202.12,204.9,18649102,49.4293737506,49.5987352857,48.9019335412,49.5745407807,74596408,0.0,1.0
AAPL,2019-04-29 00:00:00+00:00,204.61,205.97,203.86,204.4,22204716,49.5043767162,49.8334219844,49.3229179285,49.4535682556,88818864,0.0,1.0
AAPL,2019-04-30 00:00:00+00:00,200.67,203.4,199.11,203.06,46534923,48.5511132185,49.2116232055,48.1736789402,49.1293618884,186139692,0.0,1.0
AAPL,2019-05-01 00:00:00+00:00,210.52,215.31,209.23,209.88,64827328,50.9342719627,52.093188753,50.622162848,50.7794271306,259309312,0.0,1.0
AAPL,2019-05-02 00:00:00+00:00,209.15,212.65,208.13,209.84,31996324,50.602807244,51.4496149196,50.3560232928,50.7697493286,127985296,0.0,1.0
AAPL,2019-05-03 00:00:00+00:00,211.75,211.84,210.23,210.89,20892378,51.2318643744,51.2536394289,50.8641078981,51.0237916313,83569512,0.0,1.0
AAPL,2019-05-06 00:00:00+00:00,208.48,208.84,203.5,204.29,32443113,50.4407040603,50.5278042784,49.2358177105,49.4269543001,129772452,0.0,1.0
AAPL,2019-05-07 00:00:00+00:00,202.86,207.42,200.83,205.88,38763698,49.0809728784,50.1842423072,48.5898244265,49.8116469299,155054792,0.0,1.0
AAPL,2019-05-08 00:00:00+00:00,202.9,205.34,201.75,201.9,26339504,49.0906506804,49.6809966028,48.8124138727,48.8487056302,105358016,0.0,1.0
AAPL,2019-05-09 00:00:00+00:00,200.72,201.68,196.66,200.4,34908607,48.563210471,48.7954777192,47.5809135673,48.4857880549,139634428,0.0,1.0
AAPL,2019-05-10 00:00:00+00:00,197.18,198.85,192.77,197.42,41208712,47.893022682,48.2986487489,46.8218783975,47.9513162485,164834848,0.77,1.0
AAPL,2019-05-13 00:00:00+00:00,185.72,189.48,182.85,187.71,57430623,45.1095048813,46.0227707566,44.4124109819,45.5928557036,229722492,0.0,1.0
AAPL,2019-05-14 00:00:00+00:00,188.66,189.7,185.41,186.41,36529677,45.823601071,46.0762065259,45.0342090246,45.277098885,146118708,0.0,1.0
AAPL,2019-05-15 00:00:00+00:00,190.92,191.75,186.02,186.27,26544718,46.3725321556,46.5741307398,45.1823718395,45.2430943046,106178872,0.0,1.0
AAPL,2019-05-16 00:00:00+00:00,190.08,192.47,188.84,189.91,33031364,46.1685046729,46.7490114393,45.8673212459,46.1272133966,132125456,0.0,1.0
AAPL,2019-05-17 00:00:00+00:00,189.0,190.9,186.76,186.93,32879090,45.9061836236,46.3676743584,45.3621103362,45.4034016125,131516360,0.0,1.0
AAPL,2019-05-20 00:00:00+00:00,183.09,184.35,180.28,183.52,38612290,44.4707045484,44.7767457725,43.7881840405,44.5751471884,154449160,0.0,1.0
AAPL,2019-05-21 00:00:00+00:00,186.6,188.0,184.7,185.22,28364848,45.3232479585,45.6632937631,44.8617572237,44.9880599511,113459392,0.0,1.0
AAPL,2019-05-22 00:00:00+00:00,182.78,185.71,182.55,184.66,29748556,44.3954086916,45.1070759827,44.3395440237,44.8520416293,118994224,0.0,1.0
AAPL,2019-05-23 00:00:00+00:00,179.66,180.54,177.81,179.8,36529736,43.6375923271,43.8513354042,43.1882460852,43.6715969075,146118944,0.0,1.0
AAPL,2019-05-24 00:00:00+00:00,178.97,182.14,178.62,180.2,23714686,43.4699983234,44.239959181,43.3849868722,43.7687528517,94858744,0.0,1.0
AAPL,2019-05-28 00:00:00+00:00,178.23,180.59,177.91,178.92,27948160,43.2902598266,43.8634798973,43.2125350713,43.4578538303,111792640,0.0,1.0
AAPL,2019-05-29 00:00:00+00:00,177.38,179.35,176.0,176.42,28481165,43.0838034452,43.5622964703,42.7486154378,42.8506291792,113924660,0.0,1.0
AAPL,2019-05-30 00:00:00+00:00,178.3,179.23,176.67,177.95,21218412,43.3072621169,43.5331496871,42.9113516443,43.2222506657,84873648,0.0,1.0
AAPL,2019-05-31 00:00:00+00:00,175.07,177.99,174.99,176.23,27043584,42.5227278676,43.2319662601,42.5032966788,42.8044801057,108174336,0.0,1.0
AAPL,2019-06-03 00:00:00+00:00,173.3,177.92,170.27,175.6,40396069,42.0928128146,43.2149639699,41.3568565375,42.6514594937,161584276,0.0,1.0
AAPL,2019-06-04 00:00:00+00:00,179.64,179.83,174.52,175.44,30967961,43.6327345298,43.6788836033,42.3891384444,42.612597116,123871844,0.0,1.0
AAPL,2019-06-05 00:00:00+00:00,182.54,184.99,181.14,184.28,29773427,44.3371151251,44.9321952832,43.9970693205,44.7597434823,119093708,0.0,1.0
AAPL,2019-06-06 00:00:00+00:00,185.22,185.47,182.15,183.08,22526311,44.9880599511,45.0487824162,44.2423880796,44.4682756498,90105244,0.0,1.0
AAPL,2019-06-07 00:00:00+00:00,190.15,191.92,185.77,186.51,30684393,46.1855069631,46.6154220161,45.1216493744,45.3013878711,122737572,0.0,1.0
AAPL,2019-06-10 00:00:00+00:00,192.58,195.37,191.62,191.81,26220851,46.775729324,47.4533920346,46.5425550579,46.5887041314,104883404,0.0,1.0
AAPL,2019-06-11 00:00:00+00:00,194.81,196.0,193.6,194.86,26932882,47.3173737128,47.6064126467,47.0234769816,47.3295182058,107731528,0.0,1.0
AAPL,2019-06-12 00:00:00+00:00,194.19,195.97,193.39,193.95,18253189,47.1667819993,47.5991259509,46.9724701109,47.1084884328,73012756,0.0,1.0
AAPL,2019-06-13 00:00:00+00:00,194.15,196.79,193.6,194.7,21674625,47.1570664049,47.7982956364,47.0234769816,47.2906558281,86698500,0.0,1.0
AAPL,2019-06-14 00:00:00+00:00,192.74,193.59,190.3,191.55,18761474,46.8145917016,47.021048083,46.2219404422,46.5255527677,75045896,0.0,1.0
AAPL,2019-06-17 00:00:00+00:00,193.89,194.96,192.17,192.9,14669144,47.0939150412,47.3538071918,46.6761444812,46.8534540793,58676576,0.0,1.0
AAPL,2019-06-18 00:00:00+00:00,198.45,200.29,195.21,196.05,26551004,48.2014928048,48.648410148,47.4145296569,47.6185571397,106204016,0.0,1.0
AAPL,2019-06-19 00:00:00+00:00,197.87,199.88,197.31,199.68,21124235,48.0606166857,48.5488253052,47.9245983639,48.5002473331,84496940,0.0,1.0
AAPL,2019-06-20 00:00:00+00:00,199.46,200.61,198.03,200.37,21513988,48.4468115638,48.7261349033,48.0994790634,48.6678413368,86055952,0.0,1.0
AAPL,2019-06-21 00:00:00+00:00,198.78,200.85,198.15,198.8,47800589,48.2816464587,48.7844284698,48.1286258466,48.2865042559,191202356,0.0,1.0
AAPL,2019-06-24 00:00:00+00:00,198.58,200.16,198.17,198.54,18220421,48.2330684866,48.6168344661,48.1334836438,48.2233528922,72881684,0.0,1.0
AAPL,2019-06-25 00:00:00+00:00,195.57,199.26,195.29,198.43,21070334,47.5019700067,48.3982335917,47.4339608458,48.1966350076,84281336,0.0,1.0
AAPL,2019-06-26 00:00:00+00:00,199.8,200.99,197.35,197.77,26067512,48.5293941164,48.8184330503,47.9343139583,48.0363276997,104270048,0.0,1.0
AAPL,2019-06-27 00:00:00+00:00,199.74,201.57,199.57,200.29,20899717,48.5148207247,48.9593091693,48.4735294485,48.648410148,83598868,0.0,1.0
AAPL,2019-06-28 00:00:00+00:00,197.92,199.5,197.05,198.68,31110642,48.0727611787,48.4565271582,47.8614470001,48.2573574727,124442568,0.0,1.0
AAPL,2019-07-01 00:00:00+00:00,201.55,204.49,200.65,203.17,27316739,48.9544513721,49.6685475618,48.7358504977,49.3479329461,109266956,0.0,1.0
AAPL,2019-07-02 00:00:00+00:00,202.73,203.13,201.36,201.41,16935217,49.2410614075,49.3382173516,48.9083022987,48.9204467917,67740868,0.0,1.0
AAPL,2019-07-03 00:00:00+00:00,204.41,204.44,202.69,203.28,11362045,49.649116373,49.6564030688,49.231345813,49.3746508307,45448180,0.0,1.0
AAPL,2019-07-05 00:00:00+00:00,204.23,205.08,202.9,203.35,17265518,49.6053961981,49.8118525795,49.2823526837,49.3916531209,69062072,0.0,1.0
AAPL,2019-07-08 00:00:00+00:00,200.02,201.4,198.41,200.81,25338628,48.5828298857,48.9180178931,48.1917772103,48.7747128754,101354512,0.0,1.0
AAPL,2019-07-09 00:00:00+00:00,201.24,201.51,198.81,199.2,20578015,48.8791555154,48.9447357777,48.2889331545,48.3836602001,82312060,0.0,1.0
AAPL,2019-07-10 00:00:00+00:00,203.23,203.73,201.56,201.85,17897138,49.3625063377,49.4839512679,48.9568802707,49.0273183303,71588552,0.0,1.0
AAPL,2019-07-11 00:00:00+00:00,201.75,204.39,201.71,203.31,20191842,49.0030293442,49.6442585758,48.9933137498,49.3819375265,80767368,0.0,1.0
AAPL,2019-07-12 00:00:00+00:00,203.3,204.0,202.2,202.45,17595212,49.3795086279,49.5495315302,49.1123297814,49.1730522465,70380848,0.0,1.0
AAPL,2019-07-15 00:00:00+00:00,205.21,205.87,204.0,204.09,16947420,49.8434282614,50.0037355692,49.5495315302,49.5713916177,67789680,0.0,1.0
AAPL,2019-07-16 00:00:00+00:00,204.5,206.11,203.5,204.59,16866816,49.6709764604,50.0620291358,49.4280866,49.6928365479,67467264,0.0,1.0
AAPL,2019-07-17 00:00:00+00:00,203.35,205.09,203.27,204.05,14107450,49.3916531209,49.8142814781,49.3722219321,49.5616760232,56429800,0.0,1.0
AAPL,2019-07-18 00:00:00+00:00,205.66,205.88,203.7,204.0,18582161,49.9527286986,50.0061644679,49.4766645721,49.5495315302,74328644,0.0,1.0
AAPL,2019-07-19 00:00:00+00:00,202.59,206.5,202.36,205.79,20929307,49.207056827,50.1567561813,49.1511921591,49.9843043804,83717228,0.0,1.0
AAPL,2019-07-22 00:00:00+00:00,207.22,207.23,203.61,203.65,22277932,50.3316368808,50.3340657795,49.4548044846,49.4645200791,89111728,0.0,1.0
AAPL,2019-07-23 00:00:00+00:00,208.84,208.91,207.29,208.46,18355210,50.7251184548,50.742120745,50.3486391711,50.6328203078,73420840,0.0,1.0
AAPL,2019-07-24 00:00:00+00:00,208.67,209.15,207.17,207.67,14991567,50.6838271785,50.8004143115,50.3194923878,50.440937318,59966268,0.0,1.0
AAPL,2019-07-25 00:00:00+00:00,207.02,209.24,206.73,208.89,13909535,50.2830589088,50.8222743989,50.2126208492,50.7372629478,55638140,0.0,1.0
AAPL,2019-07-26 00:00:00+00:00,207.74,209.73,207.14,207.48,17618874,50.4579396083,50.9412904306,50.312205692,50.3947882446,70475496,0.0,1.0
AAPL,2019-07-29 00:00:00+00:00,209.68,210.64,208.44,208.46,21673389,50.9291459375,51.1623202036,50.6279625106,50.6328203078,86693556,0.0,1.0
AAPL,2019-07-30 00:00:00+00:00,208.78,210.16,207.31,208.76,33935718,50.7105450631,51.0457330705,50.3534969683,50.7056872659,135742872,0.0,1.0
AAPL,2019-07-31 00:00:00+00:00,213.04,221.37,211.3,216.42,69281361,51.7452558686,53.7685284061,51.3226275115,52.5662235969,277125444,0.0,1.0
AAPL,2019-08-01 00:00:00+00:00,208.43,218.03,206.74,213.9,54017922,50.625533612,52.9572762722,50.2150497478,51.9541411486,216071688,0.0,1.0
AAPL,2019-08-02 00:00:00+00:00,204.02,206.43,201.63,205.53,40862122,49.5543893274,50.1397538911,48.973882561,49.9211530167,163448488,0.0,1.0
AAPL,2019-08-05 00:00:00+00:00,193.34,198.65,192.58,197.99,52392969,46.9603256179,48.2500707769,46.775729324,48.089763469,209571876,0.0,1.0
AAPL,2019-08-06 00:00:00+00:00,197.0,198.07,194.04,196.31,35824787,47.8493025071,48.1091946578,47.1303485202,47.6817085034,143299148,0.0,1.0
AAPL,2019-08-07 00:00:00+00:00,199.04,199.56,193.82,195.41,33364400,48.3447978224,48.4711005499,47.0769127509,47.463107629,133457600,0.0,1.0
AAPL,2019-08-08 00:00:00+00:00,203.43,203.53,199.39,200.2,27009523,49.4110843098,49.4353732958,48.4298092736,48.6265500605,108038092,0.0,1.0
AAPL,2019-08-09 00:00:00+00:00,200.99,202.76,199.29,201.3,24619746,49.0054582428,49.437020316,48.5909635963,49.0810425607,98478984,0.77,1.0
AAPL,2019-08-12 00:00:00+00:00,200.48,202.05,199.15,199.62,22481889,48.8811098489,49.263907846,48.556828743,48.6714243218,89927556,0.0,1.0
AAPL,2019-08-13 00:00:00+00:00,208.97,212.14,200.48,201.02,47539786,50.9511448779,51.7240554835,48.8811098489,49.0127728542,190159144,0.0,1.0
AAPL,2019-08-14 00:00:00+00:00,202.75,206.44,202.59,203.16,36547443,49.4345821122,50.3342793156,49.3955708514,49.5345484682,146189772,0.0,1.0
AAPL,2019-08-15 00:00:00+00:00,201.74,205.14,199.67,203.46,27883363,49.1883235281,50.0173128212,48.6836153408,49.6076945822,111533452,0.0,1.0
